datasetId,relativePath,sizeBytes,sha256,sourceGroupId,sourceClass,role,trainingEligible,notes
DS-090,Hemp_growth/C2/ryb_C2_20241215_08_00.jpg,12751,059d7978b41cb1c987f44fd608b32f8c9f44338bd08c53c8291eff193519147e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_09_00.jpg,17734,d7798f71a8654206f93053ccb2cf37f5411cc0678b11a0006c668405420455ad,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_10_00.jpg,17776,cf96b138e84b1833b0b38448858b6c6a131292c18adbae6f12d2ce1e74d35da0,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_11_00.jpg,13381,4866cc0cc9ff1bdd4ca46649603e39f0c412fad9af9a08a5dcf889765b2d6d3e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_12_00.jpg,20420,e4fd5b40c70010fc3d09d6f37e9863e92f263251f4168abf7c437687bd98d92d,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_13_00.jpg,14578,ad2c9d39f85987189f086ab2cb6e95e6eff56cb5692e9e07db88db238e3a98fb,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_14_00.jpg,13804,9d3dd91e80aea73dc8a631ebbe15706fa56d7909dc260fa19dc57a484e4a397d,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_15_00.jpg,13570,d82ea2b7ea2173a77c41db8111622ba57ec1de3777fe010de9caa1f59f875365,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_16_00.jpg,13209,4b274240dc2e2b8f693881b26ebc62d9fcf5a6fceb8136adbf3c6d816725cf5d,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241215_17_00.jpg,14062,856f09a0c76f0214a03ffc781b95e2cd0208a9b42b0f0f91261ea6af11d4efe6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_09_00.jpg,18551,9f620fb0e99229f26f0835e4c177315374e83087f75998fe48f678da98c23428,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_10_00.jpg,20187,e7371f1b606be32f60e42907cb420c5da78532275b4d079c28a90a7e4da62a26,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_11_00.jpg,17768,0b6c856f2adfde5ac48a580f26c47fd841d1b4e69b05b983d8babf02ebe0b8ef,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_12_00.jpg,24355,020c09590201e97bc44866d845960d1657457bcedd3c444d9933e443d152633f,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_13_00.jpg,16059,45c185080e44c7c497cc2947989f4ee492759a7dee4199f513b67d7c6fbae752,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_14_00.jpg,14720,db97f8cd53543bbb7d119875c3315c51dd31066d2bc9eba9049d940b331847d0,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_15_00.jpg,15060,618f97bb81243725f0c629cc3695ce5efb374e76538e887a3f5417cfb552d1a2,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_16_00.jpg,15236,777c10e918ebbdfd19976a08f12421156618ba5ee78a0846e8cf4b1bddc62a6c,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241216_17_00.jpg,15360,f1823ae4f98df502cfd55b33fcc191d74ae2e76d0030a33f5dc82da3853aabeb,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_08_00.jpg,11711,d8c5b85dbefbcf44c26e7c25a516e4a4809a174735efac304145954e3057cfd3,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_09_00.jpg,14736,c9aa7e4afe545cb9a121cd0b12914662c540874dab7f64e32ca13daa6ac2c7d3,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_10_00.jpg,14417,ecb472db293544d07c43573aa3c9036b98385c3440c67aa78842415ff205f48e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_11_00.jpg,13714,3f0a6fa43792aaeb761c9e0e5509f1cf35e598e8a5386863479ab2bc7f3fb889,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_12_00.jpg,17191,73c80c040774160849967a40df4024009c0b813a23906a3923e7aa84eda84c8e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_13_00.jpg,16791,48894bef7ffdaf1c24ef3ef0ad7a63720debec833636b8b06ce6d7a38761ed93,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_14_00.jpg,15768,0b7a81c5018c654d21c20e4375af08660d2a7fd40347019f60d1cf044e248908,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_15_00.jpg,13411,caad6cab1d345c081628d07bf305b27e2425587315a0ba2a676750ca026d093b,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_16_00.jpg,14282,13b233744c1b0e3aef98ab045e3d261de5701b5f3724d4839d1137a56b8ea70a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241217_17_00.jpg,16739,6141c53a2d5bc56616470d020b344977c44d7b6cdccfbe700f2938ef02fa4bcb,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_08_00.jpg,15321,2257277a408092c33b4946dfe87e2285cceefda7a20ee0fd3ca0dccfd2900e56,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_09_00.jpg,21265,39bfbddd4a3dd80addc71f3962f04f324cfb67d0554f011cf366c7126d852872,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_10_00.jpg,22776,c680767dc8cc65bf4c999c6084668153a1d5791c98a46ef32f80a162a636f584,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_11_00.jpg,15676,378db8988cb346d4d8fb80d69f1504d1e8fe6f70b61c16f9b88e1720578c1da6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_12_00.jpg,17573,db426ab4a417c3aea1eaec7b41982c8d67ce0ad1f82c1555782af376bc2ccee5,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_13_00.jpg,18197,96ae6442dd46839053ad70a3244f9edb938691ad6922051dbea3e09b3183b869,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_14_00.jpg,17639,759ec7d48f0894c45b98fa1fefa06721d4a88f6dce76826d81be86121a41d288,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_15_00.jpg,14324,ddb4f44a9c34296aac9d2f6829e9d61d0d125df3a1539ace7a32a760d2a25965,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_16_00.jpg,19234,3dbc3855146aa5170a21fa4c3fad375c35ea8007f82dba19dce2ff1855c8aff7,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241218_17_00.jpg,18191,38c088cb90e3b4417aaa6cf9317bf49f0ca13d936e5bf6d7d34d38a1633ad43c,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_08_00.jpg,13866,d048e2668a9c1c01c7fddb6960b318e6778c0bb116e0d8375276f2703d47a9a6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_09_00.jpg,18857,28d623f2d4c9fb278cbb4b87440bcd2d8a257dfd5d677a6b21a024fbf942d988,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_10_00.jpg,19300,38047a64fd3228d7e2b3eab1e839ad317d9c8a7977d5b289e082330bcfe74954,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_11_00.jpg,15873,172e20045d9ff3ddfe82adeb6334c582b605e3435cb014a44ce5303045517137,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_12_00.jpg,15512,73d8ddf50247063a58b926e213fd28df2b01fa38f5a0b398d31e4272c920d0ba,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_13_00.jpg,16290,8d964c3061f03649cb417ed1a55ff2cdc0d684b5f95717c14ea3f3f463a34705,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_14_00.jpg,16143,c1c47af80664c45b443de1bd64988bef2c9c2213ecbe3b10f0ef2c921a4ac08a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_15_00.jpg,16886,078880c6ce9a786e6acde0cdbe370525b34f7dba8feafe915673697042d973bf,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_16_00.jpg,16927,0f6900d9ce32b5b002aa0b03d330707e139ada573c10d328cefb7139927406cc,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241219_17_00.jpg,17458,7ae03f9b753e6059f1abad8175feaef54ffc32cf7b5dce70ee9a4d5e20cb984e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_08_00.jpg,16536,e37e79de21c52a663e46805f81ad0ff01ceee7c713ca4bc084525d5091765788,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_09_00.jpg,20816,cab89a909d9c83212b25fa53174dd44b91afb6a20fa29ae1d5ddbb3b747c04b8,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_10_00.jpg,23371,5057dad77c1eb207cd597d0cc091f89d661abcd4696d0df5804b6ca2f39789e1,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_11_00.jpg,19173,e7b26fc564121739d0e3368bc296eb1d990470b10b91cd2bf7e1622ac283ef7f,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_12_00.jpg,23311,a307c51c8c92aa4a64bf6a144bfa1b34b71a649263016797b5621452e3b898c8,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_13_00.jpg,19032,cc0bc5ed4c7189e217ca1600996839940c942b75bf249756f6af7616895432af,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_14_00.jpg,17580,9eb4a72484c108664ab30cbf6bef7cd07e942c76ed4ddfdd555fe3eb8dbfc70d,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_15_00.jpg,17010,32853bc7e2d55e041d16b90746065da7e01b07b7a3adb51333047e01125eb93e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_16_00.jpg,17420,0311630630f863ba7a7f1ccbde003d858058a217255b3e8c564612d934a3fa7a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241220_17_00.jpg,17750,9bbe611326acb9547fc8e5d779159807f1ad15ff60ac23da558b642f254ef781,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_08_00.jpg,18549,2fa8c8248db0ac53dcdfc7f522c827ebc2ac0b47ed33c72b1d6ab3d6952b291e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_09_00.jpg,22708,377f4c01e873777064771385a08fad688729ca95cd848df910e2c04c1f065f53,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_10_00.jpg,27177,0346926c94b4bc55ce34e5d9b7fe654fbcd42ec306ab9f8d21190234b997621e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_11_00.jpg,19336,a6b55f51bc0dd8e3e35d76b750372495e881afb761eec1258b1f12efa8f4289b,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_12_00.jpg,27029,00b1104a7239ebadec56126957cff1130c78106556dc1bcc279f42b2add69717,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_13_00.jpg,20960,a0a7d5367fa91d9361764cf561bdf06026e666bebf4a8fb483e9d2a97ad2d739,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_14_00.jpg,19245,e8c66aa5f40ad380ca699012ced2ae74263f415e9c9afb0232a6c1c28a52d0d6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_15_00.jpg,18794,4c5b220d66232614121382cf53aca0065e2801606c96556133109cb24cfbb146,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_16_00.jpg,18943,538247fa928e71490f23a84ad06eae0de274ff1db3e204c71a72d95ce3862fd7,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241221_17_00.jpg,19425,31917cbaaf7bf3a16511e484128ee482be86107bb058ff870cba7b70711754ff,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_08_00.jpg,19388,9a97be58be29dd20ff9b04886faced0227f016d6d91c4097ada52bdd855a5416,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_09_00.jpg,23623,b95d8810fdd0d4e86ede2e9244679d847c58444fbefe8802194822b6590446a2,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_10_00.jpg,27920,0f8ac18d57d33df6dd9262043499026760d8a73b1c8fa08adab336e7954d18e3,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_11_00.jpg,20851,35bb23c64a3cfdc292b4d4f62dd5dcdc8acea8cbd033ed20d037d3ce9905e850,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_12_00.jpg,25499,627c5a021a8bf9ba2110c96eb012298d2d508f0937ae5432176d7a5d97f94774,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_13_00.jpg,21404,f7fb1e5e088297894d1c2c2b364890b41f70ac8ad9e2fdd8dd9710836c793dca,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_14_00.jpg,20819,9605c30b23fd9eb65595eb28db6c87fa6f7c29f9c1f902a7c6548b4bfe269d4a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_15_00.jpg,19528,7d32adafa729358b5a93990abf202fd0dc9598ed7bcc0766d31e606cefed1eb2,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_16_00.jpg,20808,a1916d4402b457926ecc652db8540f33121721fdb58adfe2254226f2df8ead1c,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241222_17_00.jpg,21260,2c0bb0fc08eb20c24adde537ebef51409c3769a07037b7576f4b6d20f698de3c,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_08_00.jpg,21595,964a6f031dfef252035ec55722a9caade5bdbcd356a778ff840c4dc8c5c04d05,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_09_00.jpg,25510,9cb9b78f8bf2183726551b6472967d4504259faade65512529fbb491387a16ce,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_10_00.jpg,31478,f82dd1770d989afb9455aa8a31c37236c45c54ed16ff36bcac713462f36c6dbd,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_11_00.jpg,22847,b51d893a32fe3ef1e8398a9ba0e81928590ec8554e4a405f721628fa2d564bda,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_12_00.jpg,29490,bf64300fe8c0896abaaa7d43524fc674e1c0d8193b849a733572f662f075ade2,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_13_00.jpg,23868,239467a7ba7e3c7a6809f951fe9179992e96467911c9ea831c0bb86ca57ca275,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_14_00.jpg,22479,3568631e1a19de9fc7ba5e7497d474f077e971bc468b6178a4fd8963dc782109,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_15_00.jpg,22185,925280055ad498aa7fb6af94c2b99854cc16e97bfb63eba3a137c2707286649d,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_16_00.jpg,22673,48497f254c8fcffedaacaa72041d9249eb9cd74813c94139edd2bfaf4aaa06df,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241223_17_00.jpg,23485,edd401146d94f53391741c9f511642439548cc0b1dd4104593798aeb1b62935a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_08_00.jpg,23001,09416a5e570e8803f0e8cf67f584957d6e387771429d8b81e3761d5c19957950,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_09_00.jpg,26079,df3b028704efaa885cd4bf7071b7341aa934340fcffcd3028d7c977a98c4399e,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_10_00.jpg,33411,d250871385ca6017f7f12f7b065416146a7c833ddc3a4585116481612161b0a7,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_11_00.jpg,24893,b67e433305e0956bb6cde8c12bae34e75fb4d13dfea6fd545763524ba5349808,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_12_00.jpg,27478,66290dc15c885294a03a326cd89639a55a16d0bb8384258733ee51cd89495ee6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_13_00.jpg,25534,f792324c8a7b3887abb73cb164f7d809d097ac5b331129cf1d97fdfe5306fbbb,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_14_00.jpg,22974,c723680ea6d3c5c4a3b896940ef3f67300ea7d3873e3d952c668d269f6d44ce7,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_15_00.jpg,24557,edf4f6b42857e784015b4886bfec2ce478e1fcebe59d438b3084d4c902b997e0,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_16_00.jpg,25396,36ed08bb1179abf41ed3ed3d6752204755f4da7195c4907d6c3568ff579de643,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241224_17_00.jpg,25518,604e3164971743657ffe5031e2f32ebbeff37b4046e6f3fc0b554ac3d8117b70,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_08_00.jpg,24746,2d24b103c6cd5359697772465347a7766fc3ff81e4b07c27f64c77e8d117e3d6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_09_00.jpg,29022,648ecb31b5bfffad63b6053c6e9355fb8d829670f46f21f02874e3191c680f8b,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_10_00.jpg,35348,ede6d7498a77250ef68f603919f8774df26acda40aca5f48a3ac144256be82aa,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_11_00.jpg,26634,03b8cadfbbc22c43bdbfa9898dd2c2b5d353b1ed4c504a2f2ff20ccbb2455d5f,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_12_00.jpg,29798,178599fcbaa06e70f501b49885082731aab0d3774268f32f64740197ac149b5f,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_13_00.jpg,28006,309d2b1cba1aa07ed3ec841678045f4c2d40b93fdaa9975fa31b4e0505865a66,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_14_00.jpg,25492,f605ea0aaa98067927c2e331925b4670444af42788a3bac405618c95bf853ec8,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_15_00.jpg,25086,3d12a22e68fbc1521ecbf8bedeaa2b5545649ab0e448bee71ae65acc3a2cc15a,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_16_00.jpg,26021,e444315a5e6fbdafa0fc7365a8219300f8f276cd75cc1630ad06608979f27079,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241225_17_00.jpg,26192,c1ea0c473390c48524f8b8c8e834d7330d684a4e46c7e65a109d5a41cea10fd6,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_09_00.jpg,22298,c39041dcb69fcd8b07ac087f765691e28bffee12d4d5b4abfccb6f4f8d6b7868,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_10_00.jpg,25786,5d5cfdc96e605cf41a002713a175c8a273e23a45d5978402fe8df6ab663ed09c,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_11_00.jpg,27227,4e93cb4ab6408979d218c4655756df116af3d86e02612cb7f00ab7279789a6bd,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_12_00.jpg,29234,3982fdee4151de52ca5f3dd3371e1a5f2442a84960c7c3c0ae768ca5acdcd798,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_14_00.jpg,25784,ac758de52fa3ace907bdd8fb4b306b474fde18851358527a1244c84b1cf223f4,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_15_00.jpg,28066,7a4f998019cbc0db4cf19fd2f1acafab9ed98105ca944581cd412bc20b9335f0,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
DS-090,Hemp_growth/C2/ryb_C2_20241226_16_00.jpg,28119,597bf123f740f895b9693ca34f16ee77e19d62cba31efb4b35e93c7caf013cce,DS090-C2,temporal-growth,source-data,true,All frames from this plant/time-series must remain in one split.
