dataset_id,image_path,filename,label,group_id,plant_id,dataset_rel_path,label_source,view,width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,entropy,sharpness,dark_ratio,bright_ratio,sha256,split,source_status
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241221_16_00.jpg,ryb_C2_20241221_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,226.7924,228.0144,227.2126,43.8757,42.0277,44.8519,227.5675,42.8297,5.1369,186.1368,0.0,0.8395,538247fa928e71490f23a84ad06eae0de274ff1db3e204c71a72d95ce3862fd7,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241221_17_00.jpg,ryb_C2_20241221_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,221.2053,223.0497,226.102,43.4336,41.251,44.5089,222.8334,42.2022,5.0405,191.1972,0.0001,0.8079,31917cbaaf7bf3a16511e484128ee482be86107bb058ff870cba7b70711754ff,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_08_00.jpg,ryb_C2_20241222_08_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,235.3956,236.9919,236.17,47.3183,44.4553,46.6499,236.1879,45.4581,3.1524,204.9557,0.0001,0.8837,9a97be58be29dd20ff9b04886faced0227f016d6d91c4097ada52bdd855a5416,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_09_00.jpg,ryb_C2_20241222_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,216.8751,219.2464,222.8711,55.2886,52.0415,51.7283,218.8375,52.8742,5.2535,201.5449,0.0002,0.722,b95d8810fdd0d4e86ede2e9244679d847c58444fbefe8802194822b6590446a2,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_10_00.jpg,ryb_C2_20241222_10_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,225.3398,227.8021,227.5321,43.2083,40.485,46.1006,226.8508,41.6825,5.3981,240.4335,0.0002,0.7964,0f8ac18d57d33df6dd9262043499026760d8a73b1c8fa08adab336e7954d18e3,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_11_00.jpg,ryb_C2_20241222_11_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,235.3062,237.1998,234.4182,45.6566,42.6224,47.6506,236.2237,43.9468,4.0932,181.5134,0.0001,0.8784,35bb23c64a3cfdc292b4d4f62dd5dcdc8acea8cbd033ed20d037d3ce9905e850,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_12_00.jpg,ryb_C2_20241222_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,232.2442,235.218,231.9473,43.8386,40.9582,47.2462,233.9273,42.3211,5.0952,188.5733,0.0001,0.8843,627c5a021a8bf9ba2110c96eb012298d2d508f0937ae5432176d7a5d97f94774,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_13_00.jpg,ryb_C2_20241222_13_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,218.7113,220.55,217.3292,37.612,35.0975,42.5451,219.667,36.347,4.7231,138.5798,0.0001,0.7982,f7fb1e5e088297894d1c2c2b364890b41f70ac8ad9e2fdd8dd9710836c793dca,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_14_00.jpg,ryb_C2_20241222_14_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,231.5099,233.9169,227.5952,43.6128,40.4972,46.1429,232.498,41.8569,4.9599,165.7668,0.0,0.8542,9605c30b23fd9eb65595eb28db6c87fa6f7c29f9c1f902a7c6548b4bfe269d4a,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_15_00.jpg,ryb_C2_20241222_15_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,235.0819,237.0017,234.3191,45.5075,42.4286,47.5532,235.9627,43.7578,3.5408,184.9489,0.0,0.8832,7d32adafa729358b5a93990abf202fd0dc9598ed7bcc0766d31e606cefed1eb2,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_16_00.jpg,ryb_C2_20241222_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,220.4608,221.9213,218.2898,43.8017,41.9223,44.9609,221.0703,42.7546,5.0497,211.8262,0.0001,0.786,a1916d4402b457926ecc652db8540f33121721fdb58adfe2254226f2df8ead1c,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241222_17_00.jpg,ryb_C2_20241222_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,227.7967,228.2427,227.363,46.254,43.8823,47.5503,228.0427,44.9264,5.1076,217.1292,0.0,0.825,2c0bb0fc08eb20c24adde537ebef51409c3769a07037b7576f4b6d20f698de3c,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_08_00.jpg,ryb_C2_20241223_08_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,232.7398,235.0705,233.805,49.6642,46.2214,49.2955,234.0339,47.468,3.4086,244.0199,0.0001,0.8691,964a6f031dfef252035ec55722a9caade5bdbcd356a778ff840c4dc8c5c04d05,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_09_00.jpg,ryb_C2_20241223_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,215.3063,218.6333,219.4059,56.5659,52.9634,54.7089,217.6563,54.1342,5.4357,248.7558,0.0001,0.7177,9cb9b78f8bf2183726551b6472967d4504259faade65512529fbb491387a16ce,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_10_00.jpg,ryb_C2_20241223_10_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,218.8147,221.7182,218.556,45.5608,42.02,49.0036,220.3404,43.613,5.8942,269.0547,0.0001,0.751,f82dd1770d989afb9455aa8a31c37236c45c54ed16ff36bcac713462f36c6dbd,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_11_00.jpg,ryb_C2_20241223_11_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,235.2986,237.0331,232.921,47.8636,44.3871,51.2446,235.8024,45.9876,3.1665,251.5941,0.0,0.8657,b51d893a32fe3ef1e8398a9ba0e81928590ec8554e4a405f721628fa2d564bda,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_12_00.jpg,ryb_C2_20241223_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,226.3592,229.0806,224.8083,46.2185,42.2126,50.4819,227.7957,44.0735,5.5147,228.1638,0.0001,0.8541,bf64300fe8c0896abaaa7d43524fc674e1c0d8193b849a733572f662f075ade2,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_13_00.jpg,ryb_C2_20241223_13_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,215.088,221.8177,219.1345,39.481,36.7295,46.3282,219.5366,38.18,5.2424,172.2268,0.0,0.7949,239467a7ba7e3c7a6809f951fe9179992e96467911c9ea831c0bb86ca57ca275,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_14_00.jpg,ryb_C2_20241223_14_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,229.8235,232.8772,225.8813,45.4169,41.6433,50.2162,231.1553,43.4158,4.9771,182.9105,0.0,0.8395,3568631e1a19de9fc7ba5e7497d474f077e971bc468b6178a4fd8963dc782109,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_15_00.jpg,ryb_C2_20241223_15_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,217.6274,220.7621,219.7695,45.6751,41.9456,48.3969,219.7074,43.5808,5.3383,197.935,0.0001,0.7583,925280055ad498aa7fb6af94c2b99854cc16e97bfb63eba3a137c2707286649d,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_16_00.jpg,ryb_C2_20241223_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,221.4525,223.1067,222.9176,47.0018,44.3632,48.7462,222.567,45.5482,5.1082,247.5547,0.0,0.7916,48497f254c8fcffedaacaa72041d9249eb9cd74813c94139edd2bfaf4aaa06df,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241223_17_00.jpg,ryb_C2_20241223_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,221.4896,224.2322,224.0633,47.73,45.307,50.3519,223.4059,46.5036,5.4133,273.0362,0.0,0.7844,edd401146d94f53391741c9f511642439548cc0b1dd4104593798aeb1b62935a,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_08_00.jpg,ryb_C2_20241224_08_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,230.3696,232.0801,230.7601,50.3635,47.326,51.3378,231.2772,48.5592,3.7103,274.9961,0.0001,0.8497,09416a5e570e8803f0e8cf67f584957d6e387771429d8b81e3761d5c19957950,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_09_00.jpg,ryb_C2_20241224_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,218.5533,221.3187,219.684,56.3074,52.7741,56.41,220.1976,54.1055,5.3438,270.9759,0.0001,0.7359,df3b028704efaa885cd4bf7071b7341aa934340fcffcd3028d7c977a98c4399e,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_10_00.jpg,ryb_C2_20241224_10_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,217.8186,220.5607,219.5547,46.72,43.4737,50.5043,219.4745,44.9894,5.7863,296.6783,0.0001,0.7435,d250871385ca6017f7f12f7b065416146a7c833ddc3a4585116481612161b0a7,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_11_00.jpg,ryb_C2_20241224_11_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,231.9771,234.2553,228.873,48.9482,45.2599,53.3622,232.8152,47.0263,3.8004,267.586,0.0,0.8519,b67e433305e0956bb6cde8c12bae34e75fb4d13dfea6fd545763524ba5349808,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_12_00.jpg,ryb_C2_20241224_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,230.473,233.3583,227.4468,47.5027,43.201,52.2397,231.7674,45.2034,5.0201,222.4309,0.0001,0.8584,66290dc15c885294a03a326cd89639a55a16d0bb8384258733ee51cd89495ee6,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_13_00.jpg,ryb_C2_20241224_13_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,220.9216,226.2088,221.6322,41.885,37.9605,49.2574,224.0755,39.8843,5.3898,167.047,0.0001,0.8154,f792324c8a7b3887abb73cb164f7d809d097ac5b331129cf1d97fdfe5306fbbb,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_14_00.jpg,ryb_C2_20241224_14_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,222.1099,224.6981,223.5818,44.0591,40.4322,50.4588,223.7877,42.2826,5.1066,165.3063,0.0,0.7931,c723680ea6d3c5c4a3b896940ef3f67300ea7d3873e3d952c668d269f6d44ce7,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_15_00.jpg,ryb_C2_20241224_15_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,216.2158,219.6867,218.8628,47.9833,43.49,52.8088,218.5553,45.6496,5.3792,262.1859,0.0,0.7559,edf4f6b42857e784015b4886bfec2ce478e1fcebe59d438b3084d4c902b997e0,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_16_00.jpg,ryb_C2_20241224_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,218.9422,222.4749,220.8332,50.3277,46.6643,54.1144,221.2313,48.4542,5.5607,282.955,0.0,0.7875,36ed08bb1179abf41ed3ed3d6752204755f4da7195c4907d6c3568ff579de643,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241224_17_00.jpg,ryb_C2_20241224_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,223.4298,225.6573,222.8786,50.9775,47.7403,53.9321,224.7103,49.2748,5.294,301.8836,0.0,0.8012,604e3164971743657ffe5031e2f32ebbeff37b4046e6f3fc0b554ac3d8117b70,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_08_00.jpg,ryb_C2_20241225_08_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,227.5936,230.5883,228.0764,53.2426,48.9232,53.903,229.2647,50.6095,3.836,305.314,0.0001,0.83,2d24b103c6cd5359697772465347a7766fc3ff81e4b07c27f64c77e8d117e3d6,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_09_00.jpg,ryb_C2_20241225_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,213.8835,217.6102,216.0806,58.3198,54.234,57.2106,216.2581,55.6767,5.8514,308.7078,0.0002,0.7068,648ecb31b5bfffad63b6053c6e9355fb8d829670f46f21f02874e3191c680f8b,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_10_00.jpg,ryb_C2_20241225_10_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,213.9,217.5699,217.0936,48.5652,44.2311,52.6171,216.2839,46.1327,5.836,328.3756,0.0001,0.7105,ede6d7498a77250ef68f603919f8774df26acda40aca5f48a3ac144256be82aa,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_11_00.jpg,ryb_C2_20241225_11_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,228.7629,231.7242,226.7811,51.1501,46.3671,55.1746,230.1611,48.5088,4.0462,284.5623,0.0,0.8176,03b8cadfbbc22c43bdbfa9898dd2c2b5d353b1ed4c504a2f2ff20ccbb2455d5f,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_12_00.jpg,ryb_C2_20241225_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,227.0816,231.2739,224.7754,51.6245,46.5637,56.5318,229.2165,48.9117,4.9179,279.5792,0.0001,0.8264,178599fcbaa06e70f501b49885082731aab0d3774268f32f64740197ac149b5f,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_13_00.jpg,ryb_C2_20241225_13_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,220.9265,224.7325,219.0383,43.9632,39.2006,52.2622,222.8988,41.5414,5.1145,212.4494,0.0001,0.8026,309d2b1cba1aa07ed3ec841678045f4c2d40b93fdaa9975fa31b4e0505865a66,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_14_00.jpg,ryb_C2_20241225_14_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,214.5553,218.4385,213.1965,45.4437,40.8758,51.6384,216.7111,43.0666,5.6087,210.3647,0.0001,0.7154,f605ea0aaa98067927c2e331925b4670444af42788a3bac405618c95bf853ec8,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_15_00.jpg,ryb_C2_20241225_15_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,229.1153,232.121,226.9891,50.8305,46.4668,54.1627,230.5165,48.4399,3.8942,276.7134,0.0,0.8396,3d12a22e68fbc1521ecbf8bedeaa2b5545649ab0e448bee71ae65acc3a2cc15a,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_16_00.jpg,ryb_C2_20241225_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,213.1169,216.3508,215.8684,49.7063,45.7457,52.7628,215.337,47.574,5.4722,309.9541,0.0,0.7108,e444315a5e6fbdafa0fc7365a8219300f8f276cd75cc1630ad06608979f27079,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241225_17_00.jpg,ryb_C2_20241225_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,221.1511,223.5058,218.787,50.1035,46.6767,53.1176,222.284,48.2781,5.4323,305.268,0.0001,0.7695,c1ea0c473390c48524f8b8c8e834d7330d684a4e46c7e65a109d5a41cea10fd6,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_09_00.jpg,ryb_C2_20241226_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,243.0737,245.2952,240.7697,34.5552,32.4698,38.4964,243.7377,33.2967,2.061,163.2416,0.0,0.8905,c39041dcb69fcd8b07ac087f765691e28bffee12d4d5b4abfccb6f4f8d6b7868,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_10_00.jpg,ryb_C2_20241226_10_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,233.0486,235.7215,230.5076,48.2318,44.4832,51.5675,234.1038,46.2086,3.3462,271.7623,0.0,0.8472,5d5cfdc96e605cf41a002713a175c8a273e23a45d5978402fe8df6ab663ed09c,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_11_00.jpg,ryb_C2_20241226_11_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,229.5271,233.4103,226.3468,50.2928,45.0514,54.2875,231.3019,47.3851,3.8588,286.7891,0.0001,0.8233,4e93cb4ab6408979d218c4655756df116af3d86e02612cb7f00ab7279789a6bd,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_12_00.jpg,ryb_C2_20241226_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,222.2186,225.2719,221.0706,50.2102,45.0996,55.4369,223.9169,47.5245,5.1801,297.43,0.0001,0.7859,3982fdee4151de52ca5f3dd3371e1a5f2442a84960c7c3c0ae768ca5acdcd798,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_14_00.jpg,ryb_C2_20241226_14_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,229.7073,233.8611,224.5595,49.1184,43.8715,54.7331,231.444,46.2993,4.2469,219.0967,0.0,0.8269,ac758de52fa3ace907bdd8fb4b306b474fde18851358527a1244c84b1cf223f4,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_15_00.jpg,ryb_C2_20241226_15_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,219.0894,222.6825,220.909,50.8679,46.379,55.0523,221.4125,48.5169,5.5276,302.1074,0.0001,0.7739,7a4f998019cbc0db4cf19fd2f1acafab9ed98105ca944581cd412bc20b9335f0,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_16_00.jpg,ryb_C2_20241226_16_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,217.4514,220.8353,216.729,52.3772,48.1162,56.259,219.3488,50.1386,5.5975,327.1407,0.0,0.7484,597bf123f740f895b9693ca34f16ee77e19d62cba31efb4b35e93c7caf013cce,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241226_17_00.jpg,ryb_C2_20241226_17_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,222.804,225.7673,221.7236,52.5137,48.4956,55.2655,224.4444,50.3218,5.3762,312.7292,0.0,0.7892,6d391daf10aa615fadb6ab71aa08cb5881880717fa56efb318433ff7171a6a10,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241227_08_00.jpg,ryb_C2_20241227_08_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,247.2071,247.2071,247.2071,36.0366,36.0366,36.0366,246.7126,36.0334,0.7402,65.8208,0.0001,0.949,a1d8cfc23bb2c681104ec4a058fdd7bd37a65a1993ead2bfa1df8e9a56547d29,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241227_09_00.jpg,ryb_C2_20241227_09_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,234.8602,237.5028,231.7626,47.1353,43.4393,50.8209,235.7808,45.1555,3.0065,293.2879,0.0001,0.8517,8a02b2c9b6fe782fb151e07f41f8370decb98559cf65bc615c8bfd0ecb290d87,val,public-reference-or-acquired
DS-090,dataset/acquisition/acquired/DS-090/Hemp_growth/C2/ryb_C2_20241227_12_00.jpg,ryb_C2_20241227_12_00.jpg,growth_time_series,DS-090|C2|growth_time_series,C2,dataset/acquisition/acquired/DS-090/Hemp_growth/C2,path-derived,whole-plant,273,552,0.4946,225.6403,229.3709,221.1421,50.6954,45.7904,54.634,227.2907,47.9811,5.3336,319.8094,0.0001,0.7914,b2425bc3d67f2e461df7ab6c25d54bf4b43e5f883d5f1ae69e55fa8bddc89473,val,public-reference-or-acquired
